Factuurnummer,Factuurdatum,Identificatienummer,Naam,Commerciële naam,Bedrijfscategorieën,Vertegenwoordiger,Land,Stad,Prijsklasse,Artikelnummer,Naam product,Productcategorieën,Aantal,Grondstof,Liter
202400210,17/04/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",2,Hoop Bleke Nelis,7.92
202400210,17/04/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,195,Hoop Cadeauset 6x 4 fles Seasonal Summer,Cadeauset,2,Hoop Kaper Tropical - Summer Session IPA,3.96
202400210,17/04/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,1,Hoop Bleke Nelis,1.98
202400210,17/04/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,2,Hoop Bleke Nelis,3.3
202400213,17/04/2024,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,148,Hoop US Lager rvs 20L,"Bier in RVS fust, Kern",2,Hoop US Lager,40.0
202400213,17/04/2024,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,104,Hoop Bleke Nelis dolium 20L,"Bier in dolium (one-way keg), Kern",2,Hoop Bleke Nelis,40.0
202400213,17/04/2024,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,131,Hoop Seasonal Summer Session IPA rvs 20L,"Bier in RVS fust, Seasonal",1,Hoop Kaper Tropical - Summer Session IPA,20.0
202400215,12/04/2024,467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,10,Hoop Bleke Nelis,16.5
202400215,12/04/2024,467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,195,Hoop Cadeauset 6x 4 fles Seasonal Summer,Cadeauset,10,Hoop Kaper Tropical - Summer Session IPA,19.8
202400216,17/04/2024,538,Restaurant 1456,Restaurant 1456,"Restaurant, Zaanstreek",Sjors Sombroek,Nederland,Wijdewormer,Korting 12%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",1,Hoop Bleke Nelis,3.96
202400217,17/04/2024,23,Slijterij Drinks & Gifts,Slijterij Drinks & Gifts,"Slijterij, Zaanstreek",Dennis de Leeuw,Nederland,KROMMENIE,Korting 15%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",1,Hoop Bleke Nelis,3.96
202400217,17/04/2024,23,Slijterij Drinks & Gifts,Slijterij Drinks & Gifts,"Slijterij, Zaanstreek",Dennis de Leeuw,Nederland,KROMMENIE,Korting 15%,200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,1,Hoop Bleke Nelis,1.98
202400217,17/04/2024,23,Slijterij Drinks & Gifts,Slijterij Drinks & Gifts,"Slijterij, Zaanstreek",Dennis de Leeuw,Nederland,KROMMENIE,Korting 15%,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,2,Hoop Bleke Nelis,3.3
202400221,18/04/2024,22,Slijterij Vonk B.V.,Slijterij Vonk B.V.,"Retail, Slijterij, Zaanstreek",Dennis de Leeuw,Nederland,ZAANDAM,Korting 15%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",2,Hoop Bleke Nelis,7.92
202400221,18/04/2024,22,Slijterij Vonk B.V.,Slijterij Vonk B.V.,"Retail, Slijterij, Zaanstreek",Dennis de Leeuw,Nederland,ZAANDAM,Korting 15%,200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,2,Hoop Bleke Nelis,3.96
202400221,18/04/2024,22,Slijterij Vonk B.V.,Slijterij Vonk B.V.,"Retail, Slijterij, Zaanstreek",Dennis de Leeuw,Nederland,ZAANDAM,Korting 15%,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,1,Hoop Bleke Nelis,1.65
202400222,18/04/2024,10,Kreatief Pakhuis,Kreatief Pakhuis,"Horeca, Zaanstreek",Dennis de Leeuw,Nederland,ZAANDIJK,Korting 15%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",2,Hoop Bleke Nelis,7.92
202400224,24/04/2024,600,V.O.F. DE EETHOEK,Cafetaria de Eethoek,Restaurant,Sjors Sombroek,Nederland,HEILOO,Korting 15%,57,"Hoop Seasonal Summer Session IPA doos 12fles/0,33l","Bier in fles, Seasonal",1,Hoop Kaper Tropical - Summer Session IPA,3.96
202400226,25/04/2024,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",7,Hoop Bleke Nelis,27.72
202400227,26/04/2024,29037379,PlazaCinco,PlazaCinco,Restaurant,Sjors Sombroek,Nederland,Heiloo,Korting 15%,131,Hoop Seasonal Summer Session IPA rvs 20L,"Bier in RVS fust, Seasonal",1,Hoop Kaper Tropical - Summer Session IPA,20.0
202400228,25/04/2024,435,Monnik Dranken,Monnik Dranken,Distributeurs,Dennis de Leeuw,Nederland,OLDENZAAL,Korting 25%,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,1,Hoop Bleke Nelis,1.65
202400229,17/04/2024,66,d'Swarte Walvis,d'Swarte Walvis,"Eigen groep, Zaanstreek",Dennis de Leeuw,Nederland,Zaandam,Korting 20%,147,Hoop US Lager dolium 20L,"Bier in dolium (one-way keg), Kern",5,Hoop US Lager,100.0
202400229,17/04/2024,66,d'Swarte Walvis,d'Swarte Walvis,"Eigen groep, Zaanstreek",Dennis de Leeuw,Nederland,Zaandam,Korting 20%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",4,Hoop Bleke Nelis,15.84
202400230,25/04/2024,248,Cafe Fabriek,Cafe Fabriek,"Café, Zaanstreek",Dennis de Leeuw,Nederland,ZAANDAM,Korting 15%,104,Hoop Bleke Nelis dolium 20L,"Bier in dolium (one-way keg), Kern",3,Hoop Bleke Nelis,60.0
202400231,25/04/2024,517,Tap Zuid B.V.,Tap Zuid B.V.,"Restaurant, Wisseltap",Dennis de Leeuw,Nederland,AMSTERDAM,Korting 15%,131,Hoop Seasonal Summer Session IPA rvs 20L,"Bier in RVS fust, Seasonal",2,Hoop Kaper Tropical - Summer Session IPA,40.0
202400231,25/04/2024,517,Tap Zuid B.V.,Tap Zuid B.V.,"Restaurant, Wisseltap",Dennis de Leeuw,Nederland,AMSTERDAM,Korting 15%,104,Hoop Bleke Nelis dolium 20L,"Bier in dolium (one-way keg), Kern",3,Hoop Bleke Nelis,60.0
202400233,24/04/2024,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,6,Hoop Bleke Nelis,9.9
202400233,24/04/2024,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,195,Hoop Cadeauset 6x 4 fles Seasonal Summer,Cadeauset,2,Hoop Kaper Tropical - Summer Session IPA,3.96
202400233,24/04/2024,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,2,Hoop Bleke Nelis,3.96
202400234,23/04/2024,66,d'Swarte Walvis,d'Swarte Walvis,"Eigen groep, Zaanstreek",Dennis de Leeuw,Nederland,Zaandam,Korting 20%,147,Hoop US Lager dolium 20L,"Bier in dolium (one-way keg), Kern",5,Hoop US Lager,100.0
202400234,23/04/2024,66,d'Swarte Walvis,d'Swarte Walvis,"Eigen groep, Zaanstreek",Dennis de Leeuw,Nederland,Zaandam,Korting 20%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",4,Hoop Bleke Nelis,15.84
202400235,24/04/2024,491,Koog Supermarkten BV,Koog Supermarkten BV,"Slijterij, Zaanstreek",Sjors Sombroek,Nederland,Haarlem,Korting 20%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",1,Hoop Bleke Nelis,3.96
202400236,23/04/2024,333,VVV Zaanstore,VVV Zaanstore,"Retail, Zaanstreek",Sjors Sombroek,Nederland,Zaandam,Korting 15%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",1,Hoop Bleke Nelis,3.96
202400237,24/04/2024,271,Restaurant De Kraai B.V.,Restaurant De Kraai B.V.,"Restaurant, Zaanstreek",Dennis de Leeuw,Nederland,ZAANDAM,Korting 15%,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,2,Hoop Bleke Nelis,3.3
202400237,24/04/2024,271,Restaurant De Kraai B.V.,Restaurant De Kraai B.V.,"Restaurant, Zaanstreek",Dennis de Leeuw,Nederland,ZAANDAM,Korting 15%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",6,Hoop Bleke Nelis,23.76
202400238,23/04/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",1,Hoop Bleke Nelis,3.96
202400238,23/04/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,423,"Hoop - Gem Zaanstad Gemeente Pils doos 12fles/0,33l","Bier in fles, Zaanstad",1,Hoop US Lager,3.96
202400238,23/04/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,2,Hoop Bleke Nelis,3.3
202400239,24/04/2024,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,147,Hoop US Lager dolium 20L,"Bier in dolium (one-way keg), Kern",2,Hoop US Lager,40.0
202400239,24/04/2024,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,104,Hoop Bleke Nelis dolium 20L,"Bier in dolium (one-way keg), Kern",3,Hoop Bleke Nelis,60.0
202400239,24/04/2024,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,131,Hoop Seasonal Summer Session IPA rvs 20L,"Bier in RVS fust, Seasonal",2,Hoop Kaper Tropical - Summer Session IPA,40.0
202400240,26/04/2024,607,Bierbrasserie Koster,Bierbrasserie Koster,Café,,Nederland,Santpoort- Noord,Korting 15%,147,Hoop US Lager dolium 20L,"Bier in dolium (one-way keg), Kern",2,Hoop US Lager,40.0
202400240,26/04/2024,607,Bierbrasserie Koster,Bierbrasserie Koster,Café,,Nederland,Santpoort- Noord,Korting 15%,104,Hoop Bleke Nelis dolium 20L,"Bier in dolium (one-way keg), Kern",3,Hoop Bleke Nelis,60.0
202400241,26/04/2024,476,SPAR linnenbank,SPAR linnenbank,"Keten, Zaanstreek",Sjors Sombroek,Nederland,ZAANDIJK,Korting 20%,446,Hoop - Gem Zaanstad Cadeauset 5x 8 fles + glas,"Cadeauset, Zaanstad",-1,Hoop US Lager,-1.65
202400242,26/04/2024,21,Slijterij Saendyck,Slijterij Saendyck,"Retail, Slijterij, Zaanstreek",,Nederland,ZAANDIJK,Korting 12%,446,Hoop - Gem Zaanstad Cadeauset 5x 8 fles + glas,"Cadeauset, Zaanstad",1,Hoop US Lager,1.65
202400244,26/04/2024,19,BierGro BV,BierGro BV,Distributeurs,Dennis de Leeuw,Nederland,Middenmeer,Korting 20%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",2,Hoop Bleke Nelis,7.92
202400245,18/04/2024,160,Lab-44,Lab-44,Eigen groep,Dennis de Leeuw,Nederland,Zaandam,Korting 20%,381,Hoop US Lager rvs 20L rental,"Bier in RVS fust, Kern",10,Hoop US Lager,200.0
202400246,29/04/2024,9022,De Bull,De Bull,"Horeca, Zaanstreek",Dennis de Leeuw,Nederland,ZAANDAM,Korting 15%,381,Hoop US Lager rvs 20L rental,"Bier in RVS fust, Kern",30,Hoop US Lager,600.0
202400247,24/04/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,423,"Hoop - Gem Zaanstad Gemeente Pils doos 12fles/0,33l","Bier in fles, Zaanstad",5,Hoop US Lager,19.8
202400248,25/04/2024,435,Monnik Dranken,Monnik Dranken,Distributeurs,Dennis de Leeuw,Nederland,OLDENZAAL,Korting 25%,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,-1,Hoop Bleke Nelis,-1.65
202400250,25/04/2024,435,Monnik Dranken,Monnik Dranken,Distributeurs,Dennis de Leeuw,Nederland,OLDENZAAL,Korting 25%,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,1,Hoop Bleke Nelis,1.65
202400252,01/05/2024,66,d'Swarte Walvis,d'Swarte Walvis,"Eigen groep, Zaanstreek",Dennis de Leeuw,Nederland,Zaandam,Korting 20%,147,Hoop US Lager dolium 20L,"Bier in dolium (one-way keg), Kern",3,Hoop US Lager,60.0
202400253,01/05/2024,594,BIMAMI-events (TOPZ ZAANDAM),BIMAMI-events (TOPZ ZAANDAM),"Kantine, Zaanstreek",Dennis de Leeuw,Nederland,Zaandam,Korting 15%,104,Hoop Bleke Nelis dolium 20L,"Bier in dolium (one-way keg), Kern",4,Hoop Bleke Nelis,80.0
202400254,02/05/2024,601,Restaurant De Krokodil,Restaurant De Krokodil,"Restaurant, Zaanstreek",,Nederland,Krommenie,Korting 15%,57,"Hoop Seasonal Summer Session IPA doos 12fles/0,33l","Bier in fles, Seasonal",6,Hoop Kaper Tropical - Summer Session IPA,23.76
202400255,03/05/2024,20,De Keuken in,De Keuken in,"Retail, Speciaalzaak, Zaanstreek",Sjors Sombroek,Nederland,ASSENDELFT,Korting 15%,200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,2,Hoop Bleke Nelis,3.96
202400255,03/05/2024,20,De Keuken in,De Keuken in,"Retail, Speciaalzaak, Zaanstreek",Sjors Sombroek,Nederland,ASSENDELFT,Korting 15%,57,"Hoop Seasonal Summer Session IPA doos 12fles/0,33l","Bier in fles, Seasonal",2,Hoop Kaper Tropical - Summer Session IPA,7.92
202400256,03/05/2024,386,Zwembad de Slag,Zwembad de Slag,"Vereniging, Zaanstreek",,Nederland,ZAANDAM,Korting 15%,104,Hoop Bleke Nelis dolium 20L,"Bier in dolium (one-way keg), Kern",3,Hoop Bleke Nelis,60.0
202400258,01/05/2024,323,Cafe de Slager,Cafe de Slager,"Eigen groep, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,147,Hoop US Lager dolium 20L,"Bier in dolium (one-way keg), Kern",3,Hoop US Lager,60.0
202400258,01/05/2024,323,Cafe de Slager,Cafe de Slager,"Eigen groep, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,104,Hoop Bleke Nelis dolium 20L,"Bier in dolium (one-way keg), Kern",2,Hoop Bleke Nelis,40.0
202400258,01/05/2024,323,Cafe de Slager,Cafe de Slager,"Eigen groep, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,147,Hoop US Lager dolium 20L,"Bier in dolium (one-way keg), Kern",2,Hoop US Lager,40.0
202400261,08/05/2024,271,Restaurant De Kraai B.V.,Restaurant De Kraai B.V.,"Restaurant, Zaanstreek",Dennis de Leeuw,Nederland,ZAANDAM,Korting 15%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",8,Hoop Bleke Nelis,31.68
202400262,08/05/2024,609,Tv Het Vennewater,Tv Het Vennewater,Vereniging,,Nederland,Heiloo,Korting 15%,57,"Hoop Seasonal Summer Session IPA doos 12fles/0,33l","Bier in fles, Seasonal",4,Hoop Kaper Tropical - Summer Session IPA,15.84
202400262,08/05/2024,609,Tv Het Vennewater,Tv Het Vennewater,Vereniging,,Nederland,Heiloo,Korting 15%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",4,Hoop Bleke Nelis,15.84
202400263,03/05/2024,160,Lab-44,Lab-44,Eigen groep,Dennis de Leeuw,Nederland,Zaandam,Korting 20%,381,Hoop US Lager rvs 20L rental,"Bier in RVS fust, Kern",6,Hoop US Lager,120.0
202400263,03/05/2024,160,Lab-44,Lab-44,Eigen groep,Dennis de Leeuw,Nederland,Zaandam,Korting 20%,104,Hoop Bleke Nelis dolium 20L,"Bier in dolium (one-way keg), Kern",4,Hoop Bleke Nelis,80.0
202400264,01/05/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",3,Hoop Bleke Nelis,11.88
202400264,01/05/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,329,"Hoop Bleke Nelis doos 6fles/0,75l (ongelabeld)","Bier in fles, Limited",10,Hoop Bleke Nelis,45.0
202400265,03/05/2024,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,381,Hoop US Lager rvs 20L rental,"Bier in RVS fust, Kern",3,Hoop US Lager,60.0
202400265,03/05/2024,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,104,Hoop Bleke Nelis dolium 20L,"Bier in dolium (one-way keg), Kern",4,Hoop Bleke Nelis,80.0
202400265,03/05/2024,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,131,Hoop Seasonal Summer Session IPA rvs 20L,"Bier in RVS fust, Seasonal",3,Hoop Kaper Tropical - Summer Session IPA,60.0
202400267,03/05/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,57,"Hoop Seasonal Summer Session IPA doos 12fles/0,33l","Bier in fles, Seasonal",4,Hoop Kaper Tropical - Summer Session IPA,15.84
202400267,03/05/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,195,Hoop Cadeauset 6x 4 fles Seasonal Summer,Cadeauset,1,Hoop Kaper Tropical - Summer Session IPA,1.98
202400268,06/05/2024,28567633,Restaurant Pur Sang,Restaurant Pur Sang,Restaurant,,Nederland,Groet,Korting 12%,131,Hoop Seasonal Summer Session IPA rvs 20L,"Bier in RVS fust, Seasonal",2,Hoop Kaper Tropical - Summer Session IPA,40.0
202400268,06/05/2024,28567633,Restaurant Pur Sang,Restaurant Pur Sang,Restaurant,,Nederland,Groet,Korting 12%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",2,Hoop Bleke Nelis,7.92
202400270,03/05/2024,476,SPAR linnenbank,SPAR linnenbank,"Keten, Zaanstreek",Sjors Sombroek,Nederland,ZAANDIJK,Korting 20%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",2,Hoop Bleke Nelis,7.92
202400272,08/05/2024,66,d'Swarte Walvis,d'Swarte Walvis,"Eigen groep, Zaanstreek",Dennis de Leeuw,Nederland,Zaandam,Korting 20%,364,Hoop US Lager dolium 30L,"Bier in dolium (one-way keg), Kern",8,Hoop US Lager,240.0
202400272,08/05/2024,66,d'Swarte Walvis,d'Swarte Walvis,"Eigen groep, Zaanstreek",Dennis de Leeuw,Nederland,Zaandam,Korting 20%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",5,Hoop Bleke Nelis,19.8
202400273,08/05/2024,323,Cafe de Slager,Cafe de Slager,"Eigen groep, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,104,Hoop Bleke Nelis dolium 20L,"Bier in dolium (one-way keg), Kern",4,Hoop Bleke Nelis,80.0
202400277,08/05/2024,608,Menno's Borrelhuis,Menno's Borrelhuis,Slijterij,Sjors Sombroek,Nederland,Schagen,Korting 15%,57,"Hoop Seasonal Summer Session IPA doos 12fles/0,33l","Bier in fles, Seasonal",2,Hoop Kaper Tropical - Summer Session IPA,7.92
202400278,08/05/2024,29037379,PlazaCinco,PlazaCinco,Restaurant,Sjors Sombroek,Nederland,Heiloo,Korting 15%,131,Hoop Seasonal Summer Session IPA rvs 20L,"Bier in RVS fust, Seasonal",1,Hoop Kaper Tropical - Summer Session IPA,20.0
202400279,01/05/2024,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,104,Hoop Bleke Nelis dolium 20L,"Bier in dolium (one-way keg), Kern",3,Hoop Bleke Nelis,60.0
202400282,13/05/2024,597,Gastrovino De Deel Wijnen en Relatiegeschenken,Gastrovino De Deel Wijnen en Relatiegeschenken,"Slijterij, Speciaalzaak",Sjors Sombroek,Nederland,Akersloot,Korting 20%,57,"Hoop Seasonal Summer Session IPA doos 12fles/0,33l","Bier in fles, Seasonal",6,Hoop Kaper Tropical - Summer Session IPA,23.76
202400282,13/05/2024,597,Gastrovino De Deel Wijnen en Relatiegeschenken,Gastrovino De Deel Wijnen en Relatiegeschenken,"Slijterij, Speciaalzaak",Sjors Sombroek,Nederland,Akersloot,Korting 20%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",6,Hoop Bleke Nelis,23.76
202400283,13/05/2024,600,V.O.F. DE EETHOEK,Cafetaria de Eethoek,Restaurant,Sjors Sombroek,Nederland,HEILOO,Korting 15%,57,"Hoop Seasonal Summer Session IPA doos 12fles/0,33l","Bier in fles, Seasonal",4,Hoop Kaper Tropical - Summer Session IPA,15.84
202400284,08/05/2024,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,104,Hoop Bleke Nelis dolium 20L,"Bier in dolium (one-way keg), Kern",3,Hoop Bleke Nelis,60.0
202400284,08/05/2024,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,131,Hoop Seasonal Summer Session IPA rvs 20L,"Bier in RVS fust, Seasonal",3,Hoop Kaper Tropical - Summer Session IPA,60.0
202400285,08/05/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",2,Hoop Bleke Nelis,7.92
202400285,08/05/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,57,"Hoop Seasonal Summer Session IPA doos 12fles/0,33l","Bier in fles, Seasonal",2,Hoop Kaper Tropical - Summer Session IPA,7.92
202400286,08/05/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,2,Hoop Bleke Nelis,3.3
202400286,08/05/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,2,Hoop Bleke Nelis,3.96
202400286,08/05/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,195,Hoop Cadeauset 6x 4 fles Seasonal Summer,Cadeauset,2,Hoop Kaper Tropical - Summer Session IPA,3.96
202400286,08/05/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,449,"Hoop Bleke Nelis doos 6fles/0,75l","Bier in fles, Kern",2,Hoop Bleke Nelis,9.0
202400286,08/05/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,423,"Hoop - Gem Zaanstad Gemeente Pils doos 12fles/0,33l","Bier in fles, Zaanstad",1,Hoop US Lager,3.96
202400288,10/05/2024,491,Koog Supermarkten BV,Koog Supermarkten BV,"Slijterij, Zaanstreek",Sjors Sombroek,Nederland,Haarlem,Korting 20%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",2,Hoop Bleke Nelis,7.92
202400289,10/05/2024,333,VVV Zaanstore,VVV Zaanstore,"Retail, Zaanstreek",Sjors Sombroek,Nederland,Zaandam,Korting 15%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",2,Hoop Bleke Nelis,7.92
202400290,10/05/2024,160,Lab-44,Lab-44,Eigen groep,Dennis de Leeuw,Nederland,Zaandam,Korting 20%,104,Hoop Bleke Nelis dolium 20L,"Bier in dolium (one-way keg), Kern",3,Hoop Bleke Nelis,60.0
202400291,10/05/2024,9,Café Swart B.V.,Café Swart B.V.,"Café, Zaanstreek",Sjors Sombroek,Nederland,ZAANDAM,Korting 15%,385,Hoop Bleke Nelis rvs 20L rental,"Bier in RVS fust, Kern",2,Hoop Bleke Nelis,40.0
202400293,10/05/2024,248,Cafe Fabriek,Cafe Fabriek,"Café, Zaanstreek",Dennis de Leeuw,Nederland,ZAANDAM,Korting 15%,104,Hoop Bleke Nelis dolium 20L,"Bier in dolium (one-way keg), Kern",2,Hoop Bleke Nelis,40.0
202400294,10/05/2024,586,Westzaanse zuivelboerderij,Westzaanse zuivelboerderij,"Speciaalzaak, Zaanstreek",Sjors Sombroek,Nederland,Westzaan,Standaard prijs,423,"Hoop - Gem Zaanstad Gemeente Pils doos 12fles/0,33l","Bier in fles, Zaanstad",2,Hoop US Lager,7.92
